date,name,href,article,comments
"Sat, Jun. 13",EV semis move toward proof of concept,https://seekingalpha.com/news/3582826-ev-semis-move-toward-proof-of-concept?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:43,"It looks like it will be a slow haul for the EV truck industry with Tesla (NASDAQ:TSLA) not bringing its Semi to the market until 2021 at the earliest and Nikola (NASDAQ:NKLA) shooting for a 2023 debut. When the EV trucks do arrive, it is anticipated that they will be used primarily for important short-haul applications until long-haul infrastructure is built out. Looking further ahead, equipment research group Rhein Associates forecasts electric and hybrid models will account for about 6.8% of the North American market for heavy trucks by 2030.
Still, there are reasons to take notice of the burgeoning industry. Last week, Elon Musk told employees that it's time to go all out and bring the Tesla Semi to volume production. At the same time, shares of Nikola soared off excitement over the company's pickup launch.
In a positive development, large companies have shown a willingness to test the electric trucks when they are ready. Walmart (NYSE:WMT), FedEx (NYSE:FDX), UPS (NYSE:UPS), Ryder (NYSE:R) and J.B. Hunt Transport Services (NASDAQ:JBHT) have all placed reservations for Tesla's Semi, while U.S. Xpress (NYSE:USX) and Anheuser-Busch InBev (NYSE:BUD) have reservations in for Nikola's hydrogen-electric trucks. If all goes well with the proof-of-concept tests, truckers like Knight-Swift Transportation (NYSE:KNX), Heartland Express (NASDAQ:HTLD), Schneider National (NYSE:SNDR), YRC Worldwide (NASDAQ:YRCW), Old Dominion Freight Line (NASDAQ:ODFL) and USA Truck (NASDAQ:USAK) could also dabble with EV semis.
Now read: Activity In Shanghai Paints Bullish Picture For Tesla »",error
"Fri, Jun. 12",Tesla cut at Morgan Stanley on Amazon China risk,https://seekingalpha.com/news/3582602-tesla-cut-morgan-stanley-on-amazon-china-risk?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:44,"Tesla (NASDAQ:TSLA) takes on a downgrade from Morgan Stanley in addition to the Goldman Sachs cut.
MS moves to an Underweight rating and slashes its price target to $650 from $680. Analyst Adam Jonas points to headwinds and long-term risks that he thinks investors aren't pricing in, notably the prospect of U.S.-China relations worsening and the entrance of tech giants into the auto space.
""In a post-COVID world, we believe fewer and more powerful players will be in position to deploy capital and talent to solving autonomy with a 'play to win’ mindset,"" warns Jonas
Amazon and other tech players are called out as clear competitors for Tesla in the future, with their strategic moves in transportation and mobility in recent weeks picking up.
In addition to the base case PT of $650, Jonas has a bull case PT on Tesla of $1,200 and bear case PT of $190 (It's hard to be dead wrong with that range).
Shares of Tesla are up 0.35% premarket to $979.51 even with Goldman and MS souring on the name.
See all stocks on the move »",error
"Fri, Jun. 12",GM over Tesla for the near term  Goldman Sachs,https://seekingalpha.com/news/3582550-gm-over-tesla-for-near-term-goldman-sachs?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:45,"Goldman Sachs lifts its outlook for auto sales in 2020 for -14.5% global growth vs. a prior view of -17.5%. The firm expects global auto sales to rise 8.5% in 2021 off the lower base.
Within the sector, Goldman points to General Motors (NYSE:GM) on a cyclical call. The firm upgrades GM to a Buy rating from Neutral and assigns a price target of $36 on an expectation of strong pickup sales in the U.S. Meanwhile, Tesla (NASDAQ:TSLA) is lowered to a Neutral rating from Buy on a valuation check following the 133% YTD run and concerns over Model Y production issues.
Shares of General Motors are up 4.91% premarket to $27.80, and Tesla is up 1.33%.
See all stocks on the move »",error
"Thu, Jun. 11",Nowhere to hide in auto sector today,https://seekingalpha.com/news/3582369-nowhere-to-hide-in-auto-sector-today?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:46,"Auto stocks are being sold off on shaken confidence that a sales recovery will be a straight line back up.
Detroit majors Ford (F -9.0%), General Motors (GM -6.5%) and Fiat Chrysler Automobiles (FCAU -8.0%) are all lower on the day, as is California-based Tesla (TSLA -3.1%) with a move back below $1,000.
Japanese automakers Toyota (TM -4.4%), Nissan (OTCPK:NSANY -9.6%) and Honda (HMC -7.5%) are also in reverse.
Over in Frankfurt, Volkswagen is showing a 10.06% drop, Daimler (OTCPK:DDAIF) is off 9.11% and BMW (OTCPK:BMWYY) is down 6.90%.
It's not a great day for all EV high-flyers as well, with Nikola (NKLA -6.2%), Kandi Technologies (KNDI -4.4%), Nio (NIO -5.2%) and Workhorse Group (WKHS -8.5%) all lower. Related names like Plug Power (PLUG -13.3%) and Ballard Power Systems (BLDP -16.2%) are also getting hit.
As for OEM suppliers, Tenneco (TEN -18.4%), Adient (ADNT -12.8%) and Dana (DAN -12.1%) are showing some of the biggest declines.
See all stocks on the move »",error
"Thu, Jun. 11",China Model 3s approved with LFP batteries,https://seekingalpha.com/news/3582162-china-model-3s-approved-lfp-batteries?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:47,"Tesla (NASDAQ:TSLA) has scored government approval to build Model 3 vehicles in China with lithium iron phosphate batteries, marking the first time a U.S. automaker has included the batteries in its lineup.
EV manufacturers usually use nickel-cobalt-aluminum or nickel-manganese-cobalt batteries because of their higher energy density, which determines how far a vehicle can be driven on single charge.
What's the benefit of Tesla's LFPs? They most probably wouldn't need cobalt - one of the most expensive metals in EV batteries - and might be cheaper than existing batteries by a ""double-digit percent.""
Now read: Mirror, Mirror On The Wall (Street), Who Is (One Of) The Ugliest (Market) Of Them All? »",error
"Wed, Jun. 10",Tesla tops $1000,https://seekingalpha.com/news/3581925-tesla-tops-1000?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:48,"Tesla (NASDAQ:TSLA) topped $1,000 in early trading and has swapped hands as high as $1,005 per share.
Whether it's Robin Hood millennials or grizzled portfolio managers, the Tesla break to four digits could draw in even more attention to EV players Nio (NYSE:NIO), Nikola (NASDAQ:NKLA), Arcimoto (NASDAQ:FUV), Electrameccanica Vehicles (NASDAQ:SOLO), Workhorse Group (NASDAQ:WKHS) and Kandi Technologies (NASDAQ:KNDI). On the flip side, Ford (NYSE:F), General Motors (NYSE:GM) and Volkswagen (OTCPK:VWAGY) are pushing ahead with their electrification plans, but don't have the electrifying share price returns to show for the deep investments.
See all stocks on the move »",error
"Wed, Jun. 10",Tesla nears $1000 as investors eye Semi China potential,https://seekingalpha.com/news/3581845-tesla-nears-1000-investors-eye-semi-china-potential?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:49,"In a leaked email, Tesla (NASDAQ:TSLA) CEO Elon Musk says that he wants to bring the Semi commercial truck to volume production
Musk indicated that production of the battery and powertrain will take place in the Gigafactory in Nevada, with most of the other work taking place in other locations.
In C-suite news, Tesla VP of Business Development Robin Ren has reportedly left the company after helping with the company's efforts in Shanghai.
Earlier today, Wedbush talked up Tesla's potential in China.
Shares of Tesla are up 5.52% premarket to $992.50 and are less than 1% away from cracking the $1,000 barrier.
Previously: Tesla tagged with higher price target at Wedbush (June 10)
See all stocks on the move »",error
"Wed, Jun. 10",Tesla tagged with higher price target at Wedbush,https://seekingalpha.com/news/3581813-tesla-tagged-higher-price-target-wedbush?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:50,"Wedbush Securities lifts its base price target on Tesla (NASDAQ:TSLA) to $1,000 and the bull case PT to $1,500.
""We believe with demand for Model 3's ramping stronger than expectations in China heading into summer timeframe, the lockdown easing in the US/Europe, and some potentially 'game changing' battery developments on the horizon (Battery Day likely in late June) that Tesla's stock likely has room to run further,"" reasons analyst Dan Ives.
Ives says EV demand in China is starting to accelerate and Tesla appears to be on a run rate to hit 100K unit deliveries in the first year out of the gates for Giga 3.
Looking ahead, a number of new potential game-changing battery developments are expected at Tesla's highly anticipated Battery Day event.
Shares of Tesla are flat in premarket trading at $941.47.
Now read: Tesla: Never A Dull Moment »",error
"Tue, Jun. 09",Time for a Nikola Tesla ETF,https://seekingalpha.com/news/3581562-time-for-nikola-tesla-etf?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:51,"Electrameccanica Vehicles (NASDAQ:SOLO) is up 55% on a huge volume spike of 26M shares vs. 1.5M shares on average.
Electrameccanica isn't Nikola Tesla's middle name, but the EV microcar producer is attracting the same sort of attention today as NKLA and TSLA have been.
Other electric vehicle names on the move include Arcimoto (FUV +19.8%) and Workhorse Group (WKHS +13.8%), while Chinese players Kandi Technologies (KNDI +2.9%) and Nio (NIO +2.9%) are also higher.
See all stocks on the move »",error
"Tue, Jun. 09",Tesla just getting started  Ron Baron,https://seekingalpha.com/news/3581465-tesla-just-getting-started-ron-baron?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:52,"It was a bit of a victory lap for Ron Baron during his appearance on CNBC this morning.
The long-time Tesla (NASDAQ:TSLA) proponent thinks shares will hit $2,000 or $3,000 in five years, which would be a ten-bagger for his current stake and would put the long-term chart on Tesla in some rarified air.
Remarkably, he sees a path to $1T in revenue for Tesla in ten years. Baron's only regret based on his comments seems to be not having more money to put into Tesla beyond the 1.62M shares his funds already hold.
Shares of Tesla are down 0.79% premarket to $942.50 after closing at an all-time high yesterday of $949.92. The intra-day high is $968.99.
See all stocks on the move »",error
"Tue, Jun. 09",Musk says Model Y facing production and supply chain issues,https://seekingalpha.com/news/3581370-musk-says-model-y-facing-production-and-supply-chain-issues?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:53,"In an email to employees, Tesla (NASDAQ:TSLA) -1.5% CEO Elon Musk announced that the production of the S, X, and 3 models is doing well, while Model Y is facing production and supply chain ramp challenges, as is always the case with new products, reports Electrek.
""It is extremely important for us to ramp up Model Y production and minimize rectification needs. I want you to know that it really makes a difference to Tesla right now,"" read the email.
Now read: Tesla: Analysts Are Very Bearish »",error
"Mon, Jun. 08",Tesla 4 on strong bullish vibe,https://seekingalpha.com/news/3581157-teslaplus-4-on-strong-bullish-vibe?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:54,"Tesla (TSLA +3.7%) breaks higher again to run back up to the level it was trading at in February before the pandemic first threatened production in Fremont.
Of course, shares of Tesla are also about $100 higher than the level Elon Musk called ""too high"" on May 1.
Model 3 data out of China could be the big share price driver today, but Ark Research is also without another extremely bullish note as it eyes the ride-hailing opportunity.
""ARK estimates that if Tesla were to launch a human-driven ride-hailing network, charging $3-4 per mile with a 20-30% take rate, then during the next four to five years its network could collect an additional 40 billion miles to train Autopilot and could generate an additional $12 billion per year in earnings before interest and taxes, taking our bear case price target from roughly $1,500 to $2,700 in 2024.""
Previously: Tesla China model 3 sales volume triples in May (June 8)
See all stocks on the move »",error
"Mon, Jun. 08",Tesla China model 3 sales volume triples in May,https://seekingalpha.com/news/3581005-tesla-china-model-3-sales-volume-triples-in-may?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:55,"Tesla (NASDAQ:TSLA) sold 11,095 Shanghai-made Model 3 vehicles in China in May, triple the volume of 3,635 cars in April, according to China Passenger Car Association (CPCA), reports Reuters.
The company sold around 10,160 units in March.
CPCA uses a different counting method than Tesla’s deliveries.
Tesla did not immediately respond to a request for comment.
Now read: Hyundai's Most Profitable Product, One Year After Launch »",error
"Thu, Jun. 04",Teslas Musk throws down on Amazon calls for breakup,https://seekingalpha.com/news/3580558-teslas-musk-throws-down-on-amazon-calls-for-breakup?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:56,"Tesla (NASDAQ:TSLA) CEO Elon Musk, in a reply on twitter, called for Amazon (NASDAQ:AMZN) to be broken up, noting ""monopolies are wrong!""
The tweet comes days after the entrepreneur said he was ""off twitter for a while"" and was in response to an email image of Amazon's restriction on a book that discussed the COVID-19 pandemic.
CNBC in a segment highlighted the animosity that may potentially exist between Elon and Amazon.com's CEO Jeff Bezos, not to mention their competing interests in space, with the latter's co. Blue Origin also building space craft. Amazon also invested in Rivian, an electric vehicle manufacturer.
The WSJ in late May also published a story noting that Amazon was in discussions to buy a driverless-technlogy startup named Zoox.
The tweet also comes at a time of increased regulatory scrutiny for some of the largest tech names. Wedbush's Dan Ives called it a ""storm cloud.""
Moments later, Elon Musk lent support to Jack Dorsey, saying ""Jack is doing his best. I support him"" -- a reply to an individual critiquing Twitter (NYSE:TWTR) and asking Musk to create a social site.
Tesla shares have lost steam in the early afternoon, now probing the lows of the day.
See all stocks on the move »",error
"Thu, Jun. 04",SiemensAES JV plans massive Teslabeating lithium ion batteries,https://seekingalpha.com/news/3580517-siemens-aes-jv-plans-massive-tesla-beating-lithium-ion-batteries?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:57,"Siemens (OTCPK:SIEGY) and AES Corp. (NYSE:AES) announce a 50-50 joint venture proposing to build two giant lithium ion batteries in Australia that would dwarf the world-record storage facility built there by Tesla (NASDAQ:TSLA) in 2017.
The Fluence JV would build twin 250MW/125MWh lithium ion batteries in Victoria and New South Wales to act as a ""virtual transmission line"" to allow better access for clusters of wind and solar plants.
The JV says it can have the units up and running within 14 months, much more quickly than building out transmission infrastructure to accommodate more renewables.
The batteries would eclipse the 100MW/129MWh battery at Hornsdale in South Australia, installed by Tesla in 2017 and currently billed as the world's largest.
Now read: Tesla Ready For Import/Export, Taking The BEV Beyond Transport »",error
"Thu, Jun. 04",Germany ramps up EV incentives,https://seekingalpha.com/news/3580515-germany-ramps-up-ev-incentives?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:58,"Germany unveiled sweeping incentives for electric cars, while also taxing heavy SUVs with staggered taxes for polluting combustion-engined cars.
The German government doubled its share of the existing purchase incentive for EVs and hybrids to €6K for a pure EV in addition to an OEM-backed subsidy of €3K.
Per the Federal Office for Economy and Export, the vehicles eligible for the full subsidy include the BMW (OTCPK:BMWYY) i3, Hyundai's (OTCPK:HYMLF) Ioniq and Kona models, Kia's E-Nero, Peugeot's (OTCPK:PEUGF) electric 208, Renault's (OTC:RNSDF) Zoe and Tesla's (NASDAQ:TSLA) Model 3.
The new EV policy is seen as a boost for Volkswagen (OTCPK:VWAGY) with its electric push starting to accelerate.
Now read: Tesla Demand: Price Cuts, Cali Work At Home, Model Y, And More »",error
"Thu, Jun. 04",Nikola goes public via VectoIQ merger,https://seekingalpha.com/news/3580494-nikola-goes-public-via-vectoiq-merger?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:59,"Electric heavy-truck maker Nikola (NKLA +7.2%) has begun trading today on the Nasdaq after its merger with VectoIQ (VTIQ) was approved by shareholders.
The deal provides Nikola with more than $700M in new cash, much of it from a transaction involving Fidelity Investments and P. Schoenfeld.
Founded in 2014, the company has developed a series of all-electric Class 8 trucks that can be powered by batteries or hydrogen fuel cells.
It has over 14,000 preorder reservations for the trucks, representing more than $10B in potential sales.
Competitors include Tesla's (TSLA -0.5%) Semi, Cummins' (CMI -0.4%) Aeos and Toyota's (TM +0.2%) Project Portal.
See all stocks on the move »",error
"Thu, Jun. 04",GM plots electric van to preempt Tesla,https://seekingalpha.com/news/3580326-gm-plots-electric-van-to-preempt-tesla?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:60,"Suppliers familiar with such plans at GM (NYSE:GM) and Ford told Reuters the Detroit automakers, which count trucks and commercial vehicles among their most profitable businesses, ""don't want to leave the door open for Tesla (NASDAQ:TSLA)"" as they did with passenger cars.
The electric van - code-named BV1 - is reportedly aimed at business users, is due to start production in late 2021 and will share some components with GM's future electric pickups and SUVs.
Still under consideration is whether to offer the vehicle through its traditional truck brands, Chevrolet and GMC, or market it under a different brand like Maven.
Now read: Tesla: How Q2 Could Get Worse »",error
"Tue, Jun. 02",Cities push ahead with Tesla truck factory pursuit,https://seekingalpha.com/news/3579523-cities-push-ahead-tesla-truck-factory-pursuit?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:61,"Elon Musk's aversion to unions could play a role in where Tesla (NASDAQ:TSLA) builds its truck factory, according to Bloomberg.
Texas and Oklahoma are right-to-work states, which gives Austin and Tulsa an advantage. Meanwhile, the aggressive pursuit by Joplin, Missouri could be doomed with the state having a more friendly setup for unions. Joplin turned some heads in March by dropping an early $1B incentive package bid on the lap of Musk and the EV automaker.
Local politics and the budget-draining impact of the pandemic will play out in how aggressive the Tesla truck factory pursuers can be in offering out tax-incentive packages to the company as the bidding advances, but for now all three cities are moving forward.
Shares of Tesla are down 0.69% premarket to $891.87.
Now read: Tesla's EV Market Share Is Low And Falling »",error
"Tue, Jun. 02",China auto sales gain for second month in a row,https://seekingalpha.com/news/3579488-china-auto-sales-gain-for-second-month-in-row?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:62,"The China Association of Automobile Manufacturers discloses in a post on its official WeChat account that vehicle sales in China were estimated to have increased 11.7% to 2.14M in May.
The monthly sales increase is the second in a row, although year-to-date China auto sales are still estimated to be down 23.1% Y/Y to 9.7M. Auto sales are forecast to drop 15% to 25% for the full year, depending in part on the severity of the pandemic.
Related manufacturers: Nio (NYSE:NIO), Great Wall Motor (OTCPK:GWLLF, OTCPK:GWLLY), BYD (OTCPK:BYDDY, OTCPK:BYDDF), Kandi Technologies (NASDAQ:KNDI), Volkswagen (OTCPK:VWAGY), Tesla (NASDAQ:TSLA), Daimler (OTCPK:DDAIF), Ford (NYSE:F), Geely (OTCPK:GELYY, OTCPK:GELYF), Guangzhou Automobile Group (OTCPK:GNZUF), Toyota (NYSE:TM), Nissan (OTCPK:NSANY), Honda (NYSE:HMC), General Motors (NYSE:GM), BAIC (OTC:BCCMY), Zotye, state-owned SAIC Motor and Dongfeng Motor (OTCPK:DNFGY).
Now read: Nissan Will Unveil Its Tesla Model Y Competitor In July 2020 »",error
"Mon, Jun. 01",Rocket boost for Tesla,https://seekingalpha.com/news/3579213-rocket-boost-for-tesla?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:63,"Tesla (NASDAQ:TSLA) is up 5.88% on the day to $884.08 even with COVID-19, macroeconomic headwinds and various other challenges far from cleared.
Wedbush analyst is attributing some of today's gain to the Musk brand that got a rocket boost over the weekend.
""While SpaceX and Tesla are separate companies despite some R&D cross pollination in some key areas, from a consumer perspective the Musk DNA remains the linchpin to both of these next generation technology stalwarts and we would characterize the historic success of SpaceX as another major shot in the arm to the Tesla brand,"" reasons Ives.
Morgan Stanley's Adam Jonas doesn't disagree. ""We believe the success of SpaceX in achieving some of the most sophisticated challenges in science has a direct bearing on public, investor and government perception of his ability to lead and execute,"" he writes.
So does Elon Musk's success or lack thereof at SpaceX have any bearing on the market's perception of Tesla? Jonas thinks it does. ""While we cannot ascribe a dollar amount to this factor, the credibility of Musk's leadership even outside of the automotive business, matters to Tesla,"" he reasons.
Tesla's all-time high is $968.99.
See all stocks on the move »",error
"Mon, Jun. 01",Tesla expected to deliver Model Ys faster,https://seekingalpha.com/news/3578919-tesla-expected-to-deliver-model-ys-faster?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:64,"Electrek says Tesla (NASDAQ:TSLA) has accelerated the Model Y delivery timeline, although it's unclear if the automaker managed to accelerate production, demand is lower or a combination of both. There is also the potential that the Fremont shutdown allowed the Model Y production line to be updated ahead of schedule.
The Model Y delivert timeline is now down to four to eight weeks after the company had a delivery timeline of eight to twelve weeks just 14 days ago.
Shares of Tesla are up 2.71% premarket to $857.62. There was some speculation over the weekend that the successful SpaceX launch of astronauts to the International Space Station would add to the positive sentiment around Tesla.
See all stocks on the move »",error
"Sat, May 30",SpaceX liftoff a success after weeks earlier scrapping,https://seekingalpha.com/news/3578831-spacex-liftoff-success-after-weeks-earlier-scrapping?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:65,"SpaceX (SPACE), run by Tesla's (NASDAQ:TSLA) Elon Musk, successfully sent the first NASA-manned craft into orbit from U.S. soil  since 2011.
This comes amid the week's earlier failure, in which weather forced a cancellation of the launch.
The Crew Dragon capsule with NASA astronauts is due to dock with the International Space Station tomorrow. 
A NASA press conference is scheduled at 6:30pmET.
Now read: Tesla's EV Market Share Is Low And Falling »",error
"Fri, May 29",EV sales forecast to soar in 2021,https://seekingalpha.com/news/3578754-ev-sales-forecast-to-soar-in-2021?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:66,"Research firm Cairn Energy Research Advisors predicts global sales of EVs in 2021 will jump 36% to top 3M vehicles for the first time ever.
""There's pent-up demand for electric vehicles,"" says Cairn managing director Sam Jaffe. Consumer surveys from other firms have confirmed that the price of gas is no longer one of the biggest incentives to make the switch into EVs.
The strong commitments of some governments in Europe and Asia are seen making 2021 an inflection point for the EV industry - just as Volkswagen (OTCPK:VWAGY), Ford (NYSE:F), General Motors (NYSE:GM), BMW (OTCPK:BMWYY), Nissan (OTCPK:NSANY) and other automakers make a stronger electrification push to challenge Tesla (TSLA +2.1%) for EV market share in certain markets.
Now read: Short-Term Portfolio Workshop - Hedging Into The Weekend »",error
"Fri, May 29",SpaceX borrows some Tesla employees,https://seekingalpha.com/news/3578577-spacex-borrows-tesla-employees?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:67,"Tesla (NASDAQ:TSLA) sent 20 employees to work at SpaceX (SPACE) on a temporary basis, according to a new disclosure.
The deal was called a ""related party transaction"" and will see SpaceX pay Tesla about $100K for the use of the employees for technical matters.
In April, Tesla revealed that it has been selling car components to SpaceX and using a Tesla machining facility to make a tool for the company.
Tesla and SpaceX share four board members (Elon Musk, Kimbal Musk, Steve Jurvetson and Antonio Gracias).
SEC Form 14A
Now read: Nikola Motor: Investing In The Truck Of The Future »",error
"Thu, May 28",Elon Musk earns $775M performancebased payout,https://seekingalpha.com/news/3578470-elon-musk-earns-775m-performance-based-payout?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:68,"Elon Musk has earned the first tranche of his mammoth performance-based payout from Tesla (NASDAQ:TSLA) for keeping the company's market cap at $100B or more on a 30-day and six-month moving average. Other conditions: Trailing four-quarter revenue of $20B or EBITDA of $1.5B.
The first tranche is for options allowing the purchase of about 1.7M shares at $350.02 each - they're worth just shy of $800M based on today's close of $805.81.
Proxy Statement
Now read: Nissan Will Unveil Its Tesla Model Y Competitor In July 2020 »",error
"Wed, May 27",Tesla catches PT boost from Wedbush,https://seekingalpha.com/news/3577827-tesla-catches-pt-boost-from-wedbush?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:70,"Wedbush Securities hikes its price target on Tesla (NASDAQ:TSLA) to $800 from $600 and takes its bull-case PT all the way up to $1,350.
""While 2Q delivery numbers remain in flux due to a host of logistical issues as well as overall lockdown conditions now starting to ease across the US and Europe, it appears underlying demand for Model 3 in China is strong with a solid May and June likely in the cards and clear momentum heading into 2H,"" writes analyst Dan Ives.
""We believe that the China growth story is worth $300 per share to Tesla as this EV penetration is set to ramp significantly over the next 12 to 18 months. In what has been a defining chapter of challenges and skeptics around the Tesla story, the company has instead curtailed its cost structure while getting the engines back running in Fremont to meet underlying pent-up consumer demand which remains volatile given the current near-term backdrop,"" he adds.
Shares of Tesla are down 0.06% premarket to $818.40.
Now read: Wall Street Breakfast: Blastoff! »",error
"Wed, May 27",Tesla to cut prices for some models in North America China,https://seekingalpha.com/news/3577739-tesla-to-cut-prices-for-models-in-north-america-china?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:71,"Tesla (NASDAQ:TSLA) to cut prices of its electric vehicles in North America, however, it is not clear by how much prices will be cut or when it would take effect, reports Reuters.
The company has ramped up car production in its Fremont, California factory after the easing of coronavirus lockdowns.
The price cut comes as the coronavirus crisis has wiped off demand for new vehicles.
Tesla China said in a Weibo post it will cut prices for the Model S and Model X cars it imports, but keep prices of locally-made Model 3 cars unchanged.
Now read: EVs Are A Niche Product, And Tesla Is Even Losing In This Niche »",error
"Sat, May 23",Tesla seeks to build Model 3 with LFP batteries in China  Reuters,https://seekingalpha.com/news/3577314-tesla-seeks-to-build-model-3-lfp-batteries-in-china-reuters?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:72,"Tesla (NASDAQ:TSLA) is seeking China's approval to build Model 3 vehicles that use lithium iron phosphate (""LFP"") batteries in the country, according to a document on the website of China's Ministry of Industry and Information Technology.
The document didn't disclose the name of the battery maker; Tesla didn't immediately respond to Reuters request for comment.
In February, Reuters reported that the electric vehicle maker was in advanced talks to use LFP batteries from CATL. The batteries contain no cobalt, one of the most expensive metals in EV batteries, in cars made at its China plant.
Tesla builds Model 3 vehicles at its Shanghai factory using EV batteries from Panasonic and LG Chem. CATL has said it would start shipping batteries to Tesla in July.
Now read: Interesting longs from the Big Short guy »",error
"Fri, May 22",Online auto shopping on the rise,https://seekingalpha.com/news/3577240-online-auto-shopping-on-rise?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:73,"TrueCar (NASDAQ:TRUE) reports some pent-up demand for automobiles is being unleashed in the U.S.
The research firm says online auto shopping is actually at a higher level going into the Memorial Day weekend than before COVID-19.
TrueCar's breakdown: ""Purchase intent for new vehicles compared with used vehicles rose 9% in the post-COVID-19 period. For new vehicles, large and sporty vehicles saw an increase in purchase intent in the post COVID-19 period, full-size pickup was up 38%, premium performance (Corvette, Porsche 911 etc.) was up 26%, midsize pickup was up 15%, and full-size utility was up 11%. Domestic brands showed an increase in share of purchase intent on new vehicles in the post-COVID-19 period, with Ram up 38%, GMC up 17% and Ford up 5%.""
Related stocks: General Motors (GM +0.1%), Ford (F -0.3%), Fiat Chrysler Automobiles (FCAU +0.8%), Tesla (TSLA -0.4%), Honda (HMC -0.7%), Nissan (OTCPK:NSANY), Hyundai (OTCPK:HYMLF), BMW (OTCPK:BMWYY), Carvana (CVNA +0.5%) and Toyota (TM -0.1%).
Now read: Quality Buy List For When We Are Ready »",error
"Thu, May 21",Ackman tempts Musk to join cities with Howard Hughes presence,https://seekingalpha.com/news/3576892-ackman-tempts-musk-to-join-cities-howard-hughes-presence?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:74,"Bill Ackman of Pershing Square Capital, in a tweet, called on Tesla's (NASDAQ:TSLA) Elon Musk to consider moving his co. to Nevada or Texas, with a pitch to consider cities in which Howard Hughes (NYSE:HHC) has a presence.
Pershing Square owned more than 12M shares in HHC, and is among the largest shareholders. Pershing Square had added to its position, according to the latest 1Q quarterly filings dated March 31. HHC has 54M shares outstanding.
""We propose a few alternatives for your Nevada or Texas move. @HowardHughesCo owns master planned cities where we can create @Tesla new HQ.,"" Ackman wrote.
The sales pitch comes after Tesla has become embroiled with a dispute over its Fremont, California operations.
Other states like Texas have offered incentives for Tesla to move.
Now read: Stocks: The Good, The Bad, And The Ugly »",error
"Thu, May 21",Construction buzzing at Teslas Shanghai Gigafactory  Electrek,https://seekingalpha.com/news/3576856-construction-buzzing-teslas-shanghai-gigafactory-electrek?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:75,"Activity might be slow in Fremont, but construction at Tesla's (TSLA -1.1%) Shanghai Gigafactory is in full swing again, reports Electrek.
Drone video of the plant from yesterday showed considerable construction activity compared to just a few weeks.
The company has big plans for the site, with Tesla China VP Tao Lin stating that Tesla will ramp up Model 3 production by more than 30% within the next month and start Model Y production in Q1 of 2021.
See all stocks on the move »",error
