date,name,href,article,comments
"Tue, Jun. 09",Musk says Model Y facing production and supply chain issues,https://seekingalpha.com/news/3581370-musk-says-model-y-facing-production-and-supply-chain-issues?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:52,no_good,error
"Mon, Jun. 08",Tesla 4 on strong bullish vibe,https://seekingalpha.com/news/3581157-teslaplus-4-on-strong-bullish-vibe?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:53,no_good,error
"Mon, Jun. 08",Tesla China model 3 sales volume triples in May,https://seekingalpha.com/news/3581005-tesla-china-model-3-sales-volume-triples-in-may?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:54,no_good,error
"Thu, Jun. 04",Teslas Musk throws down on Amazon calls for breakup,https://seekingalpha.com/news/3580558-teslas-musk-throws-down-on-amazon-calls-for-breakup?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:55,no_good,error
"Thu, Jun. 04",SiemensAES JV plans massive Teslabeating lithium ion batteries,https://seekingalpha.com/news/3580517-siemens-aes-jv-plans-massive-tesla-beating-lithium-ion-batteries?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:56,no_good,error
"Thu, Jun. 04",Germany ramps up EV incentives,https://seekingalpha.com/news/3580515-germany-ramps-up-ev-incentives?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:57,no_good,error
"Thu, Jun. 04",Nikola goes public via VectoIQ merger,https://seekingalpha.com/news/3580494-nikola-goes-public-via-vectoiq-merger?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:58,no_good,error
"Thu, Jun. 04",GM plots electric van to preempt Tesla,https://seekingalpha.com/news/3580326-gm-plots-electric-van-to-preempt-tesla?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:59,no_good,error
"Tue, Jun. 02",Cities push ahead with Tesla truck factory pursuit,https://seekingalpha.com/news/3579523-cities-push-ahead-tesla-truck-factory-pursuit?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:60,no_good,error
"Tue, Jun. 02",China auto sales gain for second month in a row,https://seekingalpha.com/news/3579488-china-auto-sales-gain-for-second-month-in-row?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:61,no_good,error
"Mon, Jun. 01",Rocket boost for Tesla,https://seekingalpha.com/news/3579213-rocket-boost-for-tesla?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:62,no_good,error
"Mon, Jun. 01",Tesla expected to deliver Model Ys faster,https://seekingalpha.com/news/3578919-tesla-expected-to-deliver-model-ys-faster?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:63,no_good,error
"Sat, May 30",SpaceX liftoff a success after weeks earlier scrapping,https://seekingalpha.com/news/3578831-spacex-liftoff-success-after-weeks-earlier-scrapping?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:64,no_good,error
"Fri, May 29",EV sales forecast to soar in 2021,https://seekingalpha.com/news/3578754-ev-sales-forecast-to-soar-in-2021?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:65,no_good,error
"Fri, May 29",SpaceX borrows some Tesla employees,https://seekingalpha.com/news/3578577-spacex-borrows-tesla-employees?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:66,no_good,error
"Thu, May 28",Elon Musk earns $775M performancebased payout,https://seekingalpha.com/news/3578470-elon-musk-earns-775m-performance-based-payout?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:67,no_good,error
"Wed, May 27",In volatile market Morgan Stanley chooses secular growth winners,https://seekingalpha.com/news/3578014-in-volatile-market-morgan-stanley-chooses-secular-growth-winners?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:Archived|line:68,no_good,error
"Wed, May 27",Tesla catches PT boost from Wedbush,https://seekingalpha.com/news/3577827-tesla-catches-pt-boost-from-wedbush?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:69,no_good,error
"Wed, May 27",Tesla to cut prices for some models in North America China,https://seekingalpha.com/news/3577739-tesla-to-cut-prices-for-models-in-north-america-china?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:70,no_good,error
"Sat, May 23",Tesla seeks to build Model 3 with LFP batteries in China  Reuters,https://seekingalpha.com/news/3577314-tesla-seeks-to-build-model-3-lfp-batteries-in-china-reuters?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:71,no_good,error
"Fri, May 22",Online auto shopping on the rise,https://seekingalpha.com/news/3577240-online-auto-shopping-on-rise?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:72,no_good,error
"Thu, May 21",Ackman tempts Musk to join cities with Howard Hughes presence,https://seekingalpha.com/news/3576892-ackman-tempts-musk-to-join-cities-howard-hughes-presence?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:73,no_good,error
"Thu, May 21",Construction buzzing at Teslas Shanghai Gigafactory  Electrek,https://seekingalpha.com/news/3576856-construction-buzzing-teslas-shanghai-gigafactory-electrek?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:74,no_good,error
"Thu, May 21",Does Tesla need an operational leader,https://seekingalpha.com/news/3576805-tesla-need-operational-leader?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:75,no_good,error
"Thu, May 21",Tesla gives anxious Fremont workers an option,https://seekingalpha.com/news/3576750-tesla-gives-anxious-fremont-workers-option?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:76,no_good,error
"Wed, May 20",Tesla abandons lawsuit to keep California plant open  CNBC,https://seekingalpha.com/news/3576600-tesla-abandons-lawsuit-to-keep-california-plant-open-cnbc?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:77,no_good,error
"Tue, May 19",Teslas China registrations slump in April,https://seekingalpha.com/news/3575786-teslas-china-registrations-slump-in-april?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:78,no_good,error
"Mon, May 18",Morgan Stanley still stuck in neutral on Tesla,https://seekingalpha.com/news/3575663-morgan-stanley-still-stuck-in-neutral-on-tesla?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:79,no_good,error
"Mon, May 18",Expansion could be back on for Nevada Gigafactory,https://seekingalpha.com/news/3575657-expansion-be-back-on-for-nevada-gigafactory?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:80,no_good,error
"Mon, May 18",Tesla eyes SP 500 inclusion,https://seekingalpha.com/news/3575571-tesla-eyes-s-and-p-500-inclusion?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:81,no_good,error
"Sun, May 17",Tesla tells employees it received a nod to reopen California plant,https://seekingalpha.com/news/3575354-tesla-tells-employees-received-nod-to-reopen-california-plant?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:82,no_good,error
"Sat, May 16",Appaloosa Management buys Twitter exits Caesars cuts Facebook,https://seekingalpha.com/news/3575343-appaloosa-management-buys-twitter-exits-caesars-cuts-facebook?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:83,no_good,error
"Sat, May 16",Saudi sovereign Fund adds Facebook and Disney to holdings,https://seekingalpha.com/news/3575337-saudi-sovereign-fund-adds-facebook-and-disney-to-holdings?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:84,no_good,error
"Fri, May 15",Panasonic resumes work at Tesla Nevada facility delays New York start,https://seekingalpha.com/news/3575328-panasonic-resumes-work-tesla-nevada-facility-delays-new-york-start?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:85,no_good,error
"Fri, May 15",Austin expected to land next Tesla Gigafactory,https://seekingalpha.com/news/3575202-austin-expected-to-land-next-tesla-gigafactory?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:86,no_good,error
"Thu, May 14",Tesla plans for electrifying reveal at Battery Day,https://seekingalpha.com/news/3574563-tesla-plans-for-electrifying-reveal-battery-day?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:87,no_good,error
"Thu, May 14",Tesla employees face return to work dilemma,https://seekingalpha.com/news/3574286-tesla-employees-face-return-to-work-dilemma?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:88,no_good,error
"Wed, May 13",Tesla dips after California AG chimes in,https://seekingalpha.com/news/3573986-tesla-dips-after-california-ag-chimes-in?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:89,no_good,error
"Wed, May 13",Tesla tipped to cut Model 3 prices in China,https://seekingalpha.com/news/3573933-tesla-tipped-to-cut-model-3-prices-in-china?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:90,no_good,error
"Wed, May 13",Tesla can reopen Fremont with additional precautions,https://seekingalpha.com/news/3573713-tesla-can-reopen-fremont-additional-precautions?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:91,no_good,error
"Tue, May 12",Tesla gains as POTUS backs Fremont opening,https://seekingalpha.com/news/3573417-tesla-gains-potus-backs-fremont-opening?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:92,no_good,error
"Mon, May 11",Alameda doesnt handcuff Tesla,https://seekingalpha.com/news/3573161-alameda-doesnt-handcuff-tesla?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:93,no_good,error
"Mon, May 11",Tesla ignores local authorities to restart production in Fremont,https://seekingalpha.com/news/3573067-tesla-ignores-local-authorities-to-restart-production-in-fremont?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:94,no_good,error
"Mon, May 11",Texas pursues Tesla,https://seekingalpha.com/news/3572834-texas-pursues-tesla?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:95,no_good,error
"Mon, May 11",Tesla lower as relocation risk sized up,https://seekingalpha.com/news/3572621-tesla-lower-relocation-risk-sized-up?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:96,no_good,error
"Mon, May 11",Tesla model 3 sales in China plunge 64 in April,https://seekingalpha.com/news/3572467-tesla-model-3-sales-in-china-plunge-64-in-april?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:97,no_good,error
"Sat, May 09",Musk says Tesla is done with California,https://seekingalpha.com/news/3572392-musk-says-tesla-is-done-california?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:98,no_good,error
"Sat, May 09",Tesla secures lending line in China,https://seekingalpha.com/news/3572384-tesla-secures-lending-line-in-china?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:99,no_good,error
"Fri, May 08",Tesla not yet cleared to reopen California plant,https://seekingalpha.com/news/3572372-tesla-not-yet-cleared-to-reopen-california-plant?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:100,no_good,error
"Fri, May 08",Tesla rallies right past report of European chief exit,https://seekingalpha.com/news/3572232-tesla-rallies-right-past-report-of-european-chief-exit?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:101,no_good,error
"Fri, May 08",Tesla set to restart operations at Fremont,https://seekingalpha.com/news/3572009-tesla-set-to-restart-operations-fremont?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:102,no_good,error
"Thu, May 07",Tesla extends break at Shanghai plant,https://seekingalpha.com/news/3571321-tesla-extends-break-shanghai-plant?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:103,no_good,error
"Thu, May 07",Green shoots in China auto,https://seekingalpha.com/news/3571207-green-shoots-in-china-auto?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:104,no_good,error
"Wed, May 06",Model 3 tops the list in collapsed UK market,https://seekingalpha.com/news/3570007-model-3-tops-list-in-collapsed-u-k-market?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:105,no_good,error
"Tue, May 05",Ferrari tops Detroit Three Tesla tops all,https://seekingalpha.com/news/3568836-ferrari-tops-detroit-three-tesla-tops-all?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:106,no_good,error
"Mon, May 04",Tesla 6 with Musk tweet in rearview mirror,https://seekingalpha.com/news/3568322-teslaplus-6-musk-tweet-in-rear-view-mirror?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:107,no_good,error
"Mon, May 04",EVs remain a priority in China,https://seekingalpha.com/news/3568072-evs-remain-priority-in-china?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:108,no_good,error
"Sun, May 03",A glut for the US auto industry,https://seekingalpha.com/news/3567994-glut-for-u-s-auto-industry?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:109,no_good,error
"Sat, May 02",Tesla applies to provide electricity in UK Telegraph,https://seekingalpha.com/news/3567984-tesla-applies-to-provide-electricity-in-u-k-telegraph?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:110,no_good,error
"Sat, May 02",Tesla extends timeline on return to work,https://seekingalpha.com/news/3567948-tesla-extends-timeline-on-return-to-work?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:111,no_good,error
"Fri, May 01",Elon Musk downgrades Tesla updated,https://seekingalpha.com/news/3567716-elon-musk-downgrades-tesla-updated?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:112,no_good,error
"Fri, May 01",Greenlight talks the longs and shorts of Q1,https://seekingalpha.com/news/3567693-greenlight-talks-longs-and-shorts-of-q1?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:113,no_good,error
"Fri, May 01",Einhorns Greenlight Capital slips again in April,https://seekingalpha.com/news/3567657-einhorns-greenlight-capital-slips-again-in-april?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:114,no_good,error
"Fri, May 01",Tesla drops Model 3 prices in China for subsidy inclusion,https://seekingalpha.com/news/3567607-tesla-drops-model-3-prices-in-china-for-subsidy-inclusion?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:115,no_good,error
"Thu, Apr. 30",Einhorn barks at Musk again,https://seekingalpha.com/news/3567084-einhorn-barks-musk-again?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:116,no_good,error
"Thu, Apr. 30",Tesla pares early pop after the dust settles,https://seekingalpha.com/news/3567031-tesla-pares-early-pop-after-dust-settles?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:117,no_good,error
"Thu, Apr. 30",Lockdowns are fascist says Musk Zuckerberg disagrees,https://seekingalpha.com/news/3566645-lockdowns-are-fascist-says-musk-zuckerberg-disagrees?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:118,no_good,error
"Wed, Apr. 29",Wedbush sees Tesla hitting 100K run rate in China,https://seekingalpha.com/news/3566586-wedbush-sees-tesla-hitting-100k-run-rate-in-china?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:119,no_good,error
"Wed, Apr. 29",Tesla 10 with a plan to put the pedal to the metal updated,https://seekingalpha.com/news/3566583-teslaplus-10-plan-to-put-pedal-to-metal-updated?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:120,no_good,error
"Wed, Apr. 29",Tesla rides higher after surprise Q1 profit,https://seekingalpha.com/news/3566442-tesla-rides-higher-after-surprise-q1-profit?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:121,no_good,error
"Wed, Apr. 29",Tesla EPS beats by $145 beats on revenue,https://seekingalpha.com/news/3566378-tesla-eps-beats-1_45-beats-on-revenue?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:122,no_good,error
"Tue, Apr. 28",Tesla Q1 2020 Earnings Preview,https://seekingalpha.com/news/3565657-tesla-q1-2020-earnings-preview?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:123,no_good,error
"Tue, Apr. 28",Huge payday looming for Elon Musk,https://seekingalpha.com/news/3565203-huge-payday-looming-for-elon-musk?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:124,no_good,error
"Mon, Apr. 27",Into earnings Baird points to highinterest Energy Tech names,https://seekingalpha.com/news/3565025-earnings-baird-points-to-high-interest-energy-tech-names?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:Archived|line:125,no_good,error
"Mon, Apr. 27",Tesla reverses plan to bring workers back to Fremont plant  CNBC,https://seekingalpha.com/news/3564976-tesla-reverses-plan-to-bring-workers-back-to-fremont-plant-cnbc?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:126,no_good,error
"Mon, Apr. 27",Tesla rallies even with Fremont opening date unclear,https://seekingalpha.com/news/3564811-tesla-rallies-even-fremont-opening-date-unclear?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:127,no_good,error
"Mon, Apr. 27",Tesla 4 as earnings day approaches,https://seekingalpha.com/news/3564647-teslaplus-4-earnings-day-approaches?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:128,no_good,error
"Sat, Apr. 25",Tesla calling some workers back to California plant next week  Bloomberg,https://seekingalpha.com/news/3564421-tesla-calling-workers-back-to-california-plant-next-week-bloomberg?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:129,no_good,error
"Sat, Apr. 25",Texas in the mix for Tesla plant,https://seekingalpha.com/news/3564401-texas-in-mix-for-tesla-plant?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:130,no_good,error
"Fri, Apr. 24",Musk Tesla will build cybertrucks wherever new factory lands,https://seekingalpha.com/news/3564386-musk-tesla-will-build-cybertrucks-wherever-new-factory-lands?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:131,no_good,error
"Fri, Apr. 24",Tesla raises China prices after subsidies cut,https://seekingalpha.com/news/3564034-tesla-raises-china-prices-after-subsidies-cut?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:132,no_good,error
"Thu, Apr. 23",Teslas new board member likes to take on shorts,https://seekingalpha.com/news/3563998-teslas-new-board-member-likes-to-take-on-shorts?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:133,no_good,error
"Wed, Apr. 22",BofA sees Tesla going in reverse,https://seekingalpha.com/news/3562962-bofa-sees-tesla-going-in-reverse?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:134,no_good,error
"Mon, Apr. 20",Robinhood names top 10 stocks in March as platform saw surging volumes,https://seekingalpha.com/news/3562341-robinhood-names-top-10-stocks-in-march-platform-saw-surging-volumes?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:135,no_good,error
"Fri, Apr. 17",Tesla keeps trucking higher,https://seekingalpha.com/news/3561806-tesla-keeps-trucking-higher?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:136,no_good,error
"Wed, Apr. 15",Lawsuit over Elon Musks funding secured tweet moves on,https://seekingalpha.com/news/3561035-lawsuit-over-elon-musks-funding-secured-tweet-moves-on?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:137,no_good,error
"Wed, Apr. 15",Animal spirits firing up again on Tesla,https://seekingalpha.com/news/3560828-animal-spirits-firing-up-again-on-tesla?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:138,no_good,error
"Wed, Apr. 15",Zoox agrees to settle lawsuit with Tesla for alleged trade secret theft,https://seekingalpha.com/news/3560735-zoox-agrees-to-settle-lawsuit-tesla-for-alleged-trade-secret-theft?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:139,no_good,error
"Wed, Apr. 15",Tesla China registrations jump with Shanghai pumping out Model 3s,https://seekingalpha.com/news/3560733-tesla-china-registrations-jump-shanghai-pumping-out-model-3s?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:140,no_good,error
"Tue, Apr. 14",Goldman Sachs a believer in Tesla,https://seekingalpha.com/news/3560727-goldman-sachs-believer-in-tesla?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:141,no_good,error
"Tue, Apr. 14",Joplin makes a strong play for the Midwest Gigafactory,https://seekingalpha.com/news/3560563-joplin-makes-strong-play-for-midwest-gigafactory?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:142,no_good,error
"Tue, Apr. 14",Auto sector burns cash with plants idled,https://seekingalpha.com/news/3560452-auto-sector-burns-cash-plants-idled?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:143,no_good,error
"Tue, Apr. 14",Credit Suisse pulls bearish view on Tesla,https://seekingalpha.com/news/3560389-credit-suisse-pulls-bearish-view-on-tesla?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:144,no_good,error
"Tue, Apr. 14",Tesla pursues rent reductions amid pandemic  WSJ,https://seekingalpha.com/news/3560357-tesla-pursues-rent-reductions-amid-pandemic-wsj?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:145,no_good,error
"Fri, Apr. 10",Tesla to sell more Shanghaibuilt versions of Model 3,https://seekingalpha.com/news/3559911-tesla-to-sell-shanghai-built-versions-of-model-3?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:146,no_good,error
"Thu, Apr. 09",China auto starts slow crawl back,https://seekingalpha.com/news/3559561-china-auto-starts-slow-crawl-back?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:147,no_good,error
"Tue, Apr. 07",Tesla cuts pay furloughs hourly workers until May 4,https://seekingalpha.com/news/3559190-tesla-cuts-pay-furloughs-hourly-workers-until-may-4?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:148,no_good,error
"Tue, Apr. 07",Tesla jumps to fourweek high,https://seekingalpha.com/news/3558991-tesla-jumps-to-four-week-high?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:149,no_good,error
"Tue, Apr. 07",Longer range Chinamade Model 3,https://seekingalpha.com/news/3558840-longer-range-china-made-model-3?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:150,no_good,error
"Mon, Apr. 06",Tesla 5 after Jefferies bump,https://seekingalpha.com/news/3558550-teslaplus-5-after-jefferies-bump?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:151,no_good,error
"Sat, Apr. 04",Tesla letting off contract workers at US car and battery plants,https://seekingalpha.com/news/3558423-tesla-letting-off-contract-workers-us-car-and-battery-plants?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:152,no_good,error
"Fri, Apr. 03",Tesla 7 as investors take the longer view,https://seekingalpha.com/news/3558273-teslaplus-7-investors-take-longer-view?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:153,no_good,error
"Thu, Apr. 02",Tesla rallies after deliveries top 88K,https://seekingalpha.com/news/3557994-tesla-rallies-after-deliveries-top-88k?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:154,no_good,error
"Thu, Apr. 02",Cybertruck talk picks up,https://seekingalpha.com/news/3557912-cybertruck-talk-picks-up?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:155,no_good,error
"Thu, Apr. 02",Chanos covers Luckin short warns on virus names,https://seekingalpha.com/news/3557907-chanos-covers-luckin-short-warns-on-virus-names?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:156,no_good,error
"Wed, Apr. 01",Tesla seen riding out pandemic,https://seekingalpha.com/news/3557391-tesla-seen-riding-out-pandemic?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:157,no_good,error
"Mon, Mar. 30",Tesla deliveries estimates to be dialed down,https://seekingalpha.com/news/3556581-tesla-deliveries-estimates-to-be-dialed-down?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:158,no_good,error
"Fri, Mar. 27",Tesla to cut staff by 75 at Gigafactory 1,https://seekingalpha.com/news/3555740-tesla-to-cut-staff-75-gigafactory-1?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:159,no_good,error
"Thu, Mar. 26",Tesla to start delivering ventilators to NY hospitals tonight,https://seekingalpha.com/news/3555683-tesla-to-start-delivering-ventilators-to-ny-hospitals-tonight?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:160,no_good,error
"Thu, Mar. 26",Tesla informs employees about positive coronavirus cases,https://seekingalpha.com/news/3555540-tesla-informs-employees-positive-coronavirus-cases?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:161,no_good,error
"Thu, Mar. 26",Giga New York to reopen for ventilator production,https://seekingalpha.com/news/3555317-giga-new-york-to-reopen-for-ventilator-production?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:162,"Tesla (NASDAQ:TSLA) is reopening its solar panel factory in Buffalo, New York ""as soon as humanly possible"" to produce ventilators that are in short supply due to the coronavirus pandemic.
Medtronic (NYSE:MDT) is partnering with the EV maker on the project, adding that ""open sourcing"" one of its lower end ventilators can be an intermediary step in critical care.
According to the NYT, there are about 160,000 ventilators in the U.S. and another 12,700 in the National Strategic Supply.
Now read: Medtronic's Patent Challenge, And Other News: The Good, Bad And Ugly Of Biopharma »",error
"Tue, Mar. 24",Tesla shakes off bear call,https://seekingalpha.com/news/3554621-tesla-shakes-off-bear-call?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:163,no_good,error
"Tue, Mar. 24",Tesla nabs ventilators from China in COVID19 fight,https://seekingalpha.com/news/3554589-tesla-nabs-ventilators-from-china-in-covidminus-19-fight?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:164,no_good,error
